config_id,mean_obj,std_obj,min_obj,max_obj,mean_time,mean_vehicles,mean_distance,mean_memory_increase,mean_best_iter_memory,mean_load_balance_cv,mean_load_balance_std,mean_load_balance_range,population_size,generations,mutation_rate,tournament_k
34,5181708.18,274575.96199789504,4908638.609999999,5457766.14,2.254990339279175,3.0,250.32406666666665,0.0,0.0397171875,0.047713353940328794,5.995978145167984,14.666666666666666,100,200,0.15,3
35,5204298.78,293131.4734555588,4866752.159999999,5394815.37,3.2782517274220786,3.0,251.4154,0.0,0.0397171875,0.07872793971580522,9.893477757619523,23.666666666666668,100,200,0.15,5
36,5429589.3,254291.81298894613,5174509.41,5683085.640000001,4.293328603108724,3.0,262.29900000000004,0.0,0.0397171875,0.08778737464026355,11.031946746459788,26.666666666666668,100,200,0.15,7
37,5132395.260000001,205358.3669980582,4987149.57,5367344.4,1.7321128845214844,3.0,247.94180000000003,0.0,0.0397171875,0.08691141529943551,10.921867855962395,25.666666666666668,150,100,0.05,3
38,5038955.46,185306.07004142893,4828392.99,5177190.0600000005,2.476115624109904,3.0,243.42780000000002,0.0,0.0397171875,0.08063031039302364,10.13254233938997,24.666666666666668,150,100,0.05,5
39,5131772.19,354676.6704733556,4730778.0,5404368.42,3.238362471262614,3.0,247.9117,0.0,0.0397171875,0.0771039456963027,9.689395842502039,22.666666666666668,150,100,0.05,7
40,5231644.170000001,152315.12653623073,5131273.32,5406906.24,1.725606918334961,3.0,252.73643333333334,0.0,0.0397171875,0.07513566292385343,9.442048307430914,22.333333333333332,150,100,0.1,3
41,5163596.37,160664.4226509681,5014285.199999999,5333607.539999999,2.4667063554128013,3.0,249.44909999999996,0.0,0.0397171875,0.05651245971685381,7.101732437751295,16.666666666666668,150,100,0.1,5
42,5160080.13,245139.44858765503,4896334.53,5380958.79,3.2339518864949546,3.0,249.27923333333334,0.0,0.0397171875,0.05724772703306067,7.194131030487958,17.333333333333332,150,100,0.1,7
43,5152233.45,268060.5781344947,4860204.75,5387106.6899999995,1.7126662731170654,3.0,248.90016666666668,0.0,0.0397171875,0.06007021483096862,7.548823663758391,18.333333333333332,150,100,0.15,3
44,4939852.14,85529.48940122822,4842359.279999999,5002260.57,2.4883975982666016,3.0,238.64020000000002,0.0,0.0397171875,0.0797324363406018,10.019709500135626,24.0,150,100,0.15,5
45,5121912.09,130028.48884772569,5000801.220000001,5259321.449999999,3.242724339167277,3.0,247.43536666666668,0.0,0.0397171875,0.05885388770394943,7.395971888129645,17.333333333333332,150,100,0.15,7
46,5076793.68,155997.07584839512,4946161.5,5249517.930000001,3.3435445626576743,3.0,245.25573333333332,0.0,0.0397171875,0.08539493643527517,10.731297012032911,24.666666666666668,150,200,0.05,3
47,4918262.04,221259.64687309065,4724007.03,5159106.539999999,4.902498324712117,3.0,237.59720000000002,0.0,0.0397171875,0.08063031039302364,10.13254233938997,24.666666666666668,150,200,0.05,5
48,5104243.95,333915.13953882235,4730778.0,5373993.24,6.426779747009277,3.0,246.58183333333332,0.0,0.0397171875,0.07517621829898026,9.44714476623852,22.666666666666668,150,200,0.05,7
49,5079350.82,75902.45860895186,5005042.65,5156752.95,3.4812990029652915,3.0,245.37926666666667,0.0,0.0397171875,0.07728299197925788,9.711895992060073,23.0,150,200,0.1,3
50,5085609.12,65444.47524970314,5014285.199999999,5142896.37,4.904370069503784,3.0,245.68159999999997,0.0,0.0397171875,0.0622422886697902,7.821780942836969,18.0,150,200,0.1,5
51,5154065.399999999,243495.55711104395,4896334.53,5380250.85,6.490268071492513,3.0,248.98866666666666,0.0,0.0397171875,0.05724772703306067,7.194131030487958,17.333333333333332,150,200,0.1,7
52,5144704.86,258305.47724384235,4860204.75,5364520.92,3.4001766045888266,3.0,248.53646666666668,0.0,0.0397171875,0.06656476739614199,8.364972436115178,20.333333333333332,150,200,0.15,3
53,4939852.14,85529.48940122822,4842359.279999999,5002260.57,4.933683792750041,3.0,238.64020000000002,0.0,0.0397171875,0.0797324363406018,10.019709500135626,24.0,150,200,0.15,5
54,5120051.850000001,131911.12048806282,4996998.63,5259321.449999999,6.4647237459818525,3.0,247.3455,0.0,0.0397171875,0.055635115897618825,6.991479564467433,16.666666666666668,150,200,0.15,7
